"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2024","Abilene Christian",70.6234,64,68.3835,117,99.2921,294,101.523,260,103.042,121,105.707,164,-4.1836,220
"2024","Air Force",63.4044,354,61.7578,359,103.451,220,105.917,182,113.982,346,113.098,322,-7.18044,260
"2024","Akron",66.7747,274,65.8677,268,107.841,122,107.022,164,99.7096,49,102.093,97,4.92828,116
"2024","Alabama",74.1625,7,72.6359,9,121.712,2,125.547,2,108.031,254,103.049,112,22.4971,13
"2024","Alabama A&M",71.7614,38,70.2743,47,95.5025,333,93.5558,347,104.779,177,109.021,237,-15.4654,327
"2024","Alabama St.",69.0655,139,67.0485,200,93.9542,347,92.9262,352,100.59,66,105.661,162,-12.7352,314
"2024","Albany",74.333,6,72.9408,6,104.457,198,105.317,196,106.215,216,111.021,277,-5.70399,244
"2024","Alcorn St.",68.329,185,66.3517,249,105.142,183,106.194,176,113.272,342,116.81,355,-10.6162,297
"2024","American",62.915,359,62.7117,355,106.303,152,103.61,223,106.857,227,113.859,336,-10.2489,294
"2024","Appalachian St.",68.5542,170,66.6929,228,109.696,91,108.264,141,96.6031,13,98.1416,32,10.1223,80
"2024","Arizona",73.376,11,71.8119,16,117.653,10,121.154,8,96.9086,17,94.5262,12,26.6282,6
"2024","Arizona St.",70.5509,66,69.0336,84,97.504,314,103.942,220,104.597,173,100.183,64,3.75895,129
"2024","Arkansas",72.2026,26,70.6953,36,105.897,164,110.023,103,109.076,271,104.214,136,5.80936,107
"2024","Arkansas Pine Bluff",73.0347,14,71.7383,17,103.856,213,102.018,255,114.427,352,119.163,361,-17.1454,336
"2024","Arkansas St.",70.016,91,67.7983,151,112.501,44,113.61,60,109.815,292,110.313,259,3.29653,131
"2024","Army",63.18,357,62.952,351,93.7353,349,90.9533,357,102.933,118,109.774,246,-18.8208,345
"2024","Auburn",70.7902,56,69.6548,61,117.522,11,120.785,10,96.0468,8,92.3794,5,28.4052,4
"2024","Austin Peay",65.2414,335,64.2529,334,110.136,80,108.996,125,111.917,328,113.738,333,-4.74239,226
"2024","Ball St.",67.4976,242,66.779,221,105.289,177,103.005,239,106.606,220,110.758,269,-7.75252,266
"2024","Baylor",66.8428,271,65.5843,281,117.262,15,122.481,6,104.166,158,100.173,62,22.3082,14
"2024","Bellarmine",66.4824,284,64.7537,317,100.636,272,100.408,279,114.394,351,113.259,325,-12.8515,315
"2024","Belmont",71.9026,34,71.1408,28,107.452,130,109.363,113,105.414,191,104.033,131,5.33015,115
"2024","Bethune Cookman",70.6643,61,69.4226,72,98.1113,308,97.4458,317,102.45,109,109.27,242,-11.8243,308
"2024","Binghamton",68.0898,203,66.1623,255,101.542,258,102.53,247,107.362,244,111.386,286,-8.85598,283
"2024","Boise St.",66.5978,278,66.778,222,111.088,60,113.976,52,100.831,73,97.5748,28,16.4014,39
"2024","Boston College",68.0049,211,67.0239,203,108.886,107,113.227,67,105.308,188,102.733,108,10.4939,75
"2024","Boston University",65.6953,320,65.7024,273,99.0878,295,98.3803,309,100.921,77,108.683,227,-10.3024,295
"2024","Bowling Green",68.4284,179,67.4602,166,104.221,203,102.441,248,103.44,133,107.908,211,-5.46651,241
"2024","Bradley",66.9787,268,66.1772,254,110.411,76,112.404,74,99.9078,50,99.9982,58,12.406,64
"2024","Brown",67.7652,223,67.1205,198,103.044,230,104.61,212,106.054,211,107.223,198,-2.6129,193
"2024","Bryant",75.3787,2,74.0429,3,99.4465,291,101.102,269,98.7481,34,101.897,96,-0.794998,173
"2024","Bucknell",64.1487,352,64.7079,320,100.803,270,100.372,280,103.737,144,108.625,226,-8.25343,276
"2024","Buffalo",70.1324,83,68.9993,87,95.6487,332,95.4301,337,113.129,341,114.986,345,-19.5563,347
"2024","Butler",69.3391,121,68.3255,121,107.857,121,113.056,71,104.33,164,100.805,72,12.251,67
"2024","BYU",70.0246,90,69.0325,85,116.926,16,120.501,11,99.9495,51,99.4887,47,21.0128,16
"2024","Cal Baptist",65.2943,332,63.4941,346,102.026,249,102.897,242,102.2,100,105.948,173,-3.05103,201
"2024","Cal Poly",66.4155,287,65.6565,277,93.8819,348,94.8166,342,110.826,311,112.4,311,-17.5837,338
"2024","Cal St. Bakersfield",65.7488,316,64.7086,319,100.817,269,101.212,265,105.784,203,107.08,195,-5.86844,245
"2024","Cal St. Fullerton",67.2869,255,66.3157,250,98.5792,303,100.219,284,103.967,148,105.367,157,-5.14767,233
"2024","Cal St. Northridge",72.9858,15,72.502,13,100.842,268,100.22,283,101.742,90,105.415,158,-5.19559,234
"2024","California",69.768,99,68.3786,118,104.024,209,108.994,126,107.792,252,104.504,141,4.49053,123
"2024","Campbell",66.5348,279,66.4909,243,101.984,250,100.677,275,109.499,286,112.949,321,-12.2716,311
"2024","Canisius",68.0699,205,66.7562,224,100.689,271,100.227,282,105.443,194,108.479,220,-8.2525,275
"2024","Central Arkansas",70.0705,87,69.1173,82,99.7642,284,97.2888,320,114.105,347,115.011,346,-17.7222,339
"2024","Central Connecticut",67.4584,246,66.7898,220,103.78,216,101.077,270,100.67,69,108.448,218,-7.37198,262
"2024","Central Michigan",66.1632,301,64.9451,310,96.9844,323,96.6253,328,103.424,131,104.982,150,-8.35687,279
"2024","Charleston",69.7286,100,69.748,58,114.421,23,113.729,58,104.197,161,106.137,176,7.59257,98
"2024","Charleston Southern",67.5481,238,66.7776,223,94.942,338,95.4692,336,110.13,296,108.498,221,-13.0287,316
"2024","Charlotte",63.1816,356,62.3411,356,106.669,145,108.757,131,104.165,157,104.017,130,4.74025,119
"2024","Chattanooga",68.2132,193,66.8687,216,111.391,54,110.402,96,105.954,209,107.93,212,2.47174,140
"2024","Chicago St.",66.492,283,64.3836,331,96.4397,327,98.8529,304,106.834,225,109.925,250,-11.0716,302
"2024","Cincinnati",68.4132,180,67.246,188,107.935,120,112.271,77,98.5235,33,95.5437,17,16.7276,37
"2024","Clemson",67.5823,232,66.0846,260,113.635,29,117.439,27,104.781,178,100.506,68,16.9329,35
"2024","Cleveland St.",68.3736,182,67.2017,191,109.522,94,107.776,147,107.237,239,110.156,257,-2.37904,189
"2024","Coastal Carolina",71.0887,53,69.3946,73,100.1,280,99.537,295,110.853,312,112.209,305,-12.6718,313
"2024","Colgate",66.1152,303,66.1975,253,106.356,151,104.66,211,96.8562,16,102.507,104,2.15342,145
"2024","Colorado",69.0823,137,67.483,165,113.528,30,117.593,25,101.908,93,99.125,43,18.4677,27
"2024","Colorado St.",66.4971,282,65.7784,270,112.111,50,115.398,42,103.134,124,98.7877,38,16.6101,38
"2024","Columbia",69.4073,116,68.4474,111,106.562,148,106.736,168,108.582,267,111.938,297,-5.20149,235
"2024","Connecticut",66.2316,299,64.4286,329,122.708,1,126.616,1,97.6459,27,94.4034,11,32.213,1
"2024","Coppin St.",67.2945,254,65.9912,264,85.2819,361,85.6577,361,107.321,242,111.51,289,-25.852,361
"2024","Cornell",71.4083,43,71.2374,26,112.252,47,113.085,68,104.64,175,105.942,172,7.14312,103
"2024","Creighton",67.9754,213,67.0035,207,116.365,18,120.099,12,100.617,68,96.7005,24,23.3984,11
"2024","Dartmouth",65.8875,311,65.0072,309,91.9971,354,93.2657,350,111.351,320,110.157,258,-16.8918,333
"2024","Davidson",65.7722,315,65.4987,286,102.699,236,105.576,190,102.04,96,101.298,88,4.27812,125
"2024","Dayton",64.5594,348,64.1392,337,115.089,21,118.525,19,102.217,101,101.237,85,17.2881,33
"2024","Delaware",67.4355,250,67.3294,178,106.882,142,105.01,203,102.941,119,105.591,160,-0.580815,170
"2024","Delaware St.",69.4739,112,68.4737,110,96.8354,324,95.7577,335,100.489,63,105.788,165,-10.0305,291
"2024","Denver",70.5015,69,70.2637,48,110.253,77,107.863,146,114.13,348,115.554,351,-7.69148,264
"2024","DePaul",68.3562,183,67.5047,164,94.874,340,101.178,267,119.443,362,112.848,319,-11.6698,307
"2024","Detroit Mercy",68.0245,209,66.7014,227,96.4591,326,96.7653,326,117.114,358,117.378,357,-20.6129,351
"2024","Drake",68.6721,159,67.8188,150,114.237,25,115.619,39,100.305,61,100.928,78,14.6914,51
"2024","Drexel",65.3344,331,64.4081,330,108.875,108,108.333,140,101.383,82,104.038,132,4.29517,124
"2024","Duke",67.7309,225,66.6517,230,118.229,7,121.843,7,99.4864,41,96.9585,26,24.8843,8
"2024","Duquesne",66.9837,267,66.3755,248,105.21,180,107.258,156,100.336,62,98.25,34,9.00815,90
"2024","East Carolina",65.5889,322,64.8865,312,103.885,211,104.904,205,106.972,231,107.255,199,-2.35032,188
"2024","East Tennessee St.",68.1895,196,66.942,212,102.988,233,103.404,228,103.549,139,104.423,139,-1.01885,175
"2024","Eastern Illinois",67.4741,243,66.5766,235,96.5098,325,96.2304,331,104.411,167,109.82,247,-13.5895,320
"2024","Eastern Kentucky",70.1776,80,68.6564,100,108.974,104,107.044,162,109.792,291,110.908,273,-3.86399,211
"2024","Eastern Michigan",66.2534,296,65.1588,306,98.3101,306,96.927,323,109.619,289,111.944,298,-15.017,325
"2024","Eastern Washington",70.6686,60,70.385,44,112.375,46,112.086,78,109.144,272,110.402,260,1.68335,150
"2024","Elon",67.5175,239,67.3295,177,104.212,204,101.873,256,113.003,338,115.129,347,-13.256,317
"2024","Evansville",69.31,124,68.4358,113,100.332,278,103.088,237,106.475,218,106.746,182,-3.65709,207
"2024","Fairfield",68.9814,145,68.2662,126,109.027,103,108.811,129,103.339,129,109.074,238,-0.26293,166
"2024","Fairleigh Dickinson",72.8658,17,72.0691,15,99.8865,283,98.0406,312,106.746,223,113.331,329,-15.29,326
"2024","FIU",71.3822,44,70.1429,50,99.5036,287,101.598,259,107.738,251,110.659,265,-9.06061,284
"2024","Florida",72.8482,18,71.5636,18,115.442,19,119.91,13,105.435,193,101.277,87,18.6326,24
"2024","Florida A&M",69.6002,106,68.2237,127,92.4953,353,93.1755,351,109.214,276,111.29,285,-18.1149,342
"2024","Florida Atlantic",69.0429,141,68.0472,137,117.369,14,118.992,16,104.021,152,102.759,109,16.2325,41
"2024","Florida Gulf Coast",65.5319,325,63.7233,341,105.608,171,103.354,233,109.195,275,108.821,231,-5.46732,242
"2024","Florida St.",72.1832,27,70.9908,31,105.691,170,110.494,94,105.59,198,100.992,80,9.50221,84
"2024","Fordham",69.3648,119,68.5699,105,99.4822,290,101.179,266,102.743,113,103.611,124,-2.43192,190
"2024","Fresno St.",65.9175,309,65.4898,287,100.846,267,103.6,224,111.056,317,108.896,234,-5.2967,238
"2024","Furman",70.3984,72,68.6889,98,110.208,78,109.941,105,107.214,238,107.612,207,2.32912,141
"2024","Gardner Webb",69.8344,96,69.2946,74,101.824,253,102.361,250,105.708,199,105.81,167,-3.44864,205
"2024","George Mason",64.831,343,63.5716,344,108.712,110,109.506,110,101.648,86,101.323,89,8.18318,96
"2024","George Washington",70.1992,79,69.6279,64,105.72,168,107.282,155,107.663,249,110.637,263,-3.35461,204
"2024","Georgetown",67.4524,247,66.5199,239,104.034,208,110.209,101,114.976,353,113.29,327,-3.0816,202
"2024","Georgia",70.3399,74,68.2776,125,105.873,165,109.54,109,105.321,189,100.475,66,9.06515,89
